IP,Subnet,UDP_Packet_Count,TCP_Packet_Count,ICMP_Packet_Count,Amplification_Factor,Attack_Type
121.140.64.20,different,362,7,1,1,DoS
233.194.138.12,different,443,8,0,1,DoS
192.168.10.190,same,10,16,3,1,Normal
192.168.76.180,same,11,19,4,1,Normal
192.168.127.251,same,12,19,5,1,Normal
140.100.200.23,different,81,2,0,17,DrDoS
109.30.228.240,different,939,10,5,1,DDoS
156.42.88.115,different,148,6,2,1,DoS
167.36.118.242,different,135,431,17,1,APDoS
33.237.80.42,different,253,15,7,1,DDoS
192.168.105.125,same,8,20,3,1,Normal
192.168.169.176,same,9,24,4,1,Normal
192.168.209.144,same,13,21,7,1,Normal
192.168.45.22,same,10,21,6,1,Normal
192.168.161.113,same,8,30,3,1,Normal
228.190.214.160,different,443,316,79,9,APDoS
34.227.100.145,different,793,7,5,1,DDoS
40.18.66.82,different,230,18,2,1,DDoS
16.199.239.146,different,229,481,52,7,APDoS
192.168.112.140,same,7,19,7,1,Normal
196.227.219.185,different,190,6,2,1,DoS
167.87.79.97,different,445,1,2,1,DoS
192.168.127.190,same,7,24,2,1,Normal
102.135.76.229,different,75,0,2,28,DrDoS
192.168.25.71,same,10,23,9,1,Normal
192.168.100.84,same,8,21,6,1,Normal
149.204.117.229,different,98,1,3,37,DrDoS
192.168.227.81,same,15,18,7,1,Normal
192.168.154.121,same,9,18,3,1,Normal
145.39.176.85,different,106,392,93,9,APDoS
192.168.201.74,same,6,29,3,1,Normal
192.168.21.105,same,7,20,5,1,Normal
11.11.169.242,different,48,2,3,35,DrDoS
146.168.57.184,different,201,8,4,1,DoS
192.168.187.130,same,10,17,7,1,Normal
192.168.225.43,same,7,14,8,1,Normal
192.168.96.24,same,13,11,6,1,Normal
43.28.164.81,different,67,1,3,33,DrDoS
192.168.243.138,same,13,22,8,1,Normal
192.168.33.110,same,10,27,5,1,Normal
192.168.6.208,same,8,19,2,1,Normal
30.238.19.188,different,131,412,83,8,APDoS
192.168.36.132,same,12,26,11,1,Normal
192.168.214.71,same,6,27,3,1,Normal
62.92.185.14,different,213,469,88,8,APDoS
192.168.47.85,same,14,15,4,1,Normal
192.168.38.21,same,10,25,5,1,Normal
240.108.106.145,different,418,403,22,3,APDoS
192.168.63.31,same,13,15,4,1,Normal
192.168.121.25,same,11,24,3,1,Normal
72.175.49.141,different,64,102,53,8,APDoS
69.113.146.239,different,215,428,20,5,APDoS
192.168.147.21,same,11,23,6,1,Normal
192.168.18.253,same,11,20,7,1,Normal
217.65.193.144,different,634,12,2,1,DDoS
192.168.30.85,same,8,17,3,1,Normal
192.168.73.183,same,10,20,6,1,Normal
210.157.24.191,different,28,3,2,7,DrDoS
86.208.227.145,different,703,18,8,1,DDoS
192.168.148.204,same,21,16,6,1,Normal
192.168.83.252,same,11,19,4,1,Normal
192.168.210.113,same,10,24,5,1,Normal
158.189.140.190,different,812,14,1,1,DDoS
192.168.42.8,same,5,26,6,1,Normal
92.253.22.206,different,54,3,1,42,DrDoS
249.245.171.75,different,206,8,3,1,DoS
57.82.65.150,different,69,0,7,1,DDoS
192.168.72.98,same,10,18,6,1,Normal
231.110.64.219,different,618,10,0,1,DDoS
192.168.82.57,same,9,25,2,1,Normal
192.168.153.130,same,12,16,4,1,Normal
196.160.151.164,different,804,8,9,1,DDoS
192.168.253.233,same,9,15,3,1,Normal
89.98.115.96,different,226,63,10,1,APDoS
192.168.71.69,same,10,14,8,1,Normal
192.168.161.130,same,6,18,3,1,Normal
192.168.223.225,same,10,18,3,1,Normal
187.213.14.10,different,346,8,3,1,DoS
65.16.94.172,different,699,4,1,1,DDoS
231.240.69.104,different,253,4,3,1,DoS
54.19.78.31,different,184,107,19,7,APDoS
37.118.66.242,different,348,14,4,1,DDoS
192.168.55.76,same,13,23,6,1,Normal
192.168.61.242,same,17,19,6,1,Normal
225.20.63.95,different,229,339,44,8,APDoS
254.108.212.97,different,41,3,2,37,DrDoS
192.168.212.118,same,13,20,5,1,Normal
192.168.223.123,same,11,24,7,1,Normal
192.168.99.234,same,6,20,3,1,Normal
27.88.145.182,different,306,238,12,7,APDoS
192.168.164.51,same,10,23,5,1,Normal
180.249.230.216,different,531,15,7,1,DDoS
169.99.26.203,different,78,0,0,11,DrDoS
249.78.109.13,different,444,429,99,6,APDoS
192.168.220.73,same,10,18,4,1,Normal
192.168.117.183,same,10,17,11,1,Normal
192.168.30.214,same,4,19,3,1,Normal
192.168.201.242,same,12,22,8,1,Normal
134.88.192.25,different,306,209,12,1,APDoS
235.156.177.2,different,378,7,0,1,DoS
192.168.163.61,same,15,27,4,1,Normal
192.168.246.148,same,7,20,2,1,Normal
219.11.45.159,different,81,8,2,1,DDoS
192.168.45.85,same,7,17,7,1,Normal
192.168.42.112,same,16,21,10,1,Normal
192.168.204.203,same,7,22,3,1,Normal
192.168.243.141,same,11,19,6,1,Normal
192.168.127.31,same,10,11,5,1,Normal
192.168.196.235,same,7,34,6,1,Normal
192.168.252.113,same,5,15,4,1,Normal
192.168.174.234,same,12,19,1,1,Normal
37.210.28.89,different,42,3,4,33,DrDoS
132.240.13.242,different,268,0,2,1,DoS
233.150.195.21,different,52,4,1,45,DrDoS
192.168.37.88,same,10,31,8,1,Normal
161.28.68.198,different,208,8,0,1,DoS
192.168.137.216,same,9,14,7,1,Normal
192.168.188.151,same,4,25,4,1,Normal
192.168.25.129,same,9,21,3,1,Normal
62.30.243.42,different,61,0,1,1,DoS
252.114.217.137,different,155,18,7,1,DDoS
125.130.225.225,different,291,457,82,2,APDoS
192.168.126.21,same,5,20,5,1,Normal
192.168.237.20,same,9,19,7,1,Normal
183.124.11.11,different,393,7,8,1,DDoS
86.225.18.116,different,93,0,1,20,DrDoS
192.168.189.68,same,11,27,2,1,Normal
192.168.16.172,same,12,23,5,1,Normal
189.135.130.250,different,74,374,64,8,APDoS
192.168.177.117,same,13,17,4,1,Normal
91.88.12.72,different,233,310,21,9,APDoS
33.120.213.50,different,489,11,8,1,DDoS
192.168.177.29,same,12,21,4,1,Normal
192.168.53.138,same,9,19,4,1,Normal
192.168.119.178,same,6,24,4,1,Normal
81.29.72.6,different,138,18,4,1,DDoS
144.36.206.77,different,126,7,2,1,DoS
164.153.9.159,different,402,206,14,1,APDoS
192.168.130.67,same,10,20,5,1,Normal
147.2.35.43,different,24,0,0,47,DrDoS
192.168.89.208,same,8,22,1,1,Normal
192.168.131.222,same,10,16,4,1,Normal
50.123.18.1,different,345,465,31,2,APDoS
192.168.47.183,same,10,14,5,1,Normal
192.168.111.44,same,8,21,5,1,Normal
192.168.160.170,same,12,15,5,1,Normal
192.168.184.13,same,12,23,2,1,Normal
192.168.70.174,same,15,19,3,1,Normal
192.168.85.141,same,10,19,1,1,Normal
183.56.107.215,different,303,193,33,5,APDoS
77.174.75.69,different,406,208,39,2,APDoS
192.168.98.154,same,7,13,6,1,Normal
192.168.166.71,same,12,18,3,1,Normal
191.174.0.131,different,95,0,0,39,DrDoS
192.168.162.43,same,10,21,2,1,Normal
192.168.232.135,same,13,20,3,1,Normal
192.168.79.234,same,7,18,5,1,Normal
180.149.3.249,different,293,5,1,1,DoS
192.168.16.216,same,15,25,4,1,Normal
116.172.245.35,different,37,4,0,16,DrDoS
192.168.51.163,same,11,17,2,1,Normal
215.91.46.208,different,284,5,2,1,DDoS
192.168.134.1,same,11,19,4,1,Normal
192.168.80.36,same,11,22,4,1,Normal
192.168.18.127,same,15,21,7,1,Normal
192.168.153.207,same,7,21,3,1,Normal
29.153.210.154,different,342,2,4,1,DoS
192.168.250.122,same,10,23,3,1,Normal
192.168.137.13,same,13,22,3,1,Normal
192.168.195.87,same,15,23,5,1,Normal
155.129.248.78,different,309,0,4,1,DoS
192.168.235.246,same,9,24,5,1,Normal
162.100.83.61,different,174,7,6,1,DDoS
108.209.242.234,different,98,4,2,22,DrDoS
192.168.229.10,same,10,19,6,1,Normal
192.168.82.25,same,11,18,5,1,Normal
184.104.65.187,different,312,98,25,1,APDoS
192.168.86.98,same,6,12,10,1,Normal
192.168.118.95,same,14,16,3,1,Normal
74.124.187.254,different,496,370,61,9,APDoS
192.168.67.156,same,11,20,7,1,Normal
192.168.143.54,same,10,22,2,1,Normal
192.168.217.121,same,14,24,4,1,Normal
150.154.137.208,different,174,283,70,3,APDoS
192.168.61.113,same,12,17,5,1,Normal
99.73.33.164,different,631,10,4,1,DDoS
192.168.216.95,same,5,24,8,1,Normal
192.168.215.25,same,14,20,2,1,Normal
192.168.49.37,same,6,18,4,1,Normal
165.12.201.229,different,395,415,90,1,APDoS
192.168.33.103,same,6,24,5,1,Normal
58.252.181.34,different,824,12,2,1,DDoS
192.168.217.227,same,13,20,4,1,Normal
192.168.226.81,same,8,23,3,1,Normal
192.168.214.124,same,13,16,3,1,Normal
192.168.116.56,same,10,27,5,1,Normal
203.198.28.202,different,82,3,1,23,DrDoS
192.168.16.137,same,11,16,8,1,Normal
88.68.36.253,different,813,11,9,1,DDoS
168.53.129.178,different,346,6,1,1,DoS
192.168.127.86,same,7,16,5,1,Normal
122.251.86.131,different,360,8,2,1,DoS
192.168.62.91,same,5,18,6,1,Normal
192.168.68.142,same,6,19,4,1,Normal
192.168.207.247,same,14,25,9,1,Normal
132.225.91.166,different,474,0,2,1,DoS
192.168.51.223,same,9,21,4,1,Normal
192.168.114.87,same,14,18,2,1,Normal
228.114.8.112,different,300,213,49,8,APDoS
69.180.181.170,different,54,4,1,18,DrDoS
192.168.243.134,same,10,18,1,1,Normal
107.207.168.131,different,785,4,3,1,DDoS
192.168.95.26,same,8,14,5,1,Normal
192.168.218.212,same,9,16,5,1,Normal
135.206.87.177,different,432,18,6,1,DDoS
184.55.14.185,different,363,468,97,1,APDoS
192.168.220.215,same,10,30,4,1,Normal
192.168.147.45,same,15,22,4,1,Normal
192.168.163.13,same,2,24,7,1,Normal
192.168.160.135,same,10,28,9,1,Normal
192.168.124.57,same,10,18,6,1,Normal
192.168.148.232,same,19,18,3,1,Normal
34.75.96.152,different,453,246,39,8,APDoS
7.35.37.208,different,101,6,3,1,DoS
192.168.239.143,same,18,11,6,1,Normal
57.119.51.107,different,92,184,51,4,APDoS
203.254.232.220,different,89,0,3,6,DrDoS
192.168.241.149,same,8,22,3,1,Normal
192.168.144.63,same,6,24,5,1,Normal
193.8.144.118,different,114,436,35,5,APDoS
23.29.9.72,different,541,14,8,1,DDoS
192.168.73.148,same,9,19,8,1,Normal
146.51.59.34,different,145,138,69,7,APDoS
192.168.245.111,same,13,30,7,1,Normal
1.59.249.140,different,198,444,53,3,APDoS
44.77.225.162,different,330,302,13,4,APDoS
192.168.143.10,same,14,19,5,1,Normal
28.25.9.175,different,13,1,2,11,DrDoS
192.168.30.74,same,11,19,9,1,Normal
192.168.96.140,same,9,18,11,1,Normal
231.32.43.253,different,46,0,3,21,DrDoS
130.30.107.225,different,335,2,0,1,DoS
152.151.249.188,different,444,7,1,1,DoS
192.168.191.20,same,9,13,3,1,Normal
192.168.63.249,same,6,14,3,1,Normal
202.66.163.102,different,169,240,34,6,APDoS
192.168.46.222,same,12,27,4,1,Normal
192.168.230.59,same,10,30,6,1,Normal
19.46.135.23,different,166,9,2,1,DoS
192.168.226.96,same,10,18,2,1,Normal
192.168.220.211,same,10,14,4,1,Normal
199.79.70.155,different,127,0,0,1,DoS
245.110.163.7,different,209,15,2,1,DDoS
192.168.23.214,same,12,19,5,1,Normal
109.102.191.247,different,894,7,4,1,DDoS
192.168.115.141,same,14,26,6,1,Normal
192.168.8.88,same,10,16,6,1,Normal
63.71.2.28,different,430,6,1,1,DoS
77.75.174.114,different,438,380,68,1,APDoS
89.32.96.190,different,384,65,53,8,APDoS
108.216.142.4,different,873,3,1,1,DDoS
192.168.55.32,same,8,20,5,1,Normal
192.168.47.123,same,14,13,2,1,Normal
128.103.253.95,different,90,0,4,36,DrDoS
13.146.171.240,different,138,4,0,1,DoS
166.170.240.250,different,96,0,3,47,DrDoS
192.168.99.103,same,6,21,4,1,Normal
192.168.226.174,same,16,28,3,1,Normal
192.168.36.253,same,8,25,4,1,Normal
192.168.124.113,same,11,21,3,1,Normal
192.168.232.236,same,8,22,4,1,Normal
78.178.171.96,different,355,4,0,1,DoS
192.168.156.179,same,12,22,5,1,Normal
192.168.112.121,same,14,20,4,1,Normal
129.12.237.155,different,236,5,0,1,DoS
192.168.226.151,same,5,20,2,1,Normal
192.168.153.246,same,11,20,6,1,Normal
192.168.8.195,same,10,28,6,1,Normal
192.168.98.39,same,16,23,6,1,Normal
192.168.170.86,same,12,23,7,1,Normal
192.168.123.146,same,5,26,7,1,Normal
192.168.207.2,same,9,17,3,1,Normal
192.168.43.147,same,11,16,11,1,Normal
192.168.155.97,same,13,24,4,1,Normal
232.94.189.105,different,278,1,1,1,DoS
170.235.161.42,different,837,0,3,1,DDoS
192.168.74.125,same,16,22,8,1,Normal
192.168.134.238,same,14,12,4,1,Normal
192.168.158.105,same,12,23,7,1,Normal
180.175.66.174,different,635,14,6,1,DDoS
192.168.247.112,same,10,15,5,1,Normal
203.111.229.24,different,340,2,4,1,DoS
234.98.195.33,different,254,7,3,1,DoS
147.170.11.11,different,79,3,2,45,DrDoS
192.168.2.3,same,13,15,3,1,Normal
47.213.155.149,different,27,3,4,41,DrDoS
192.168.216.91,same,7,24,3,1,Normal
192.168.14.187,same,12,25,3,1,Normal
192.168.68.135,same,12,23,2,1,Normal
192.168.92.228,same,16,13,7,1,Normal
192.168.78.246,same,5,20,5,1,Normal
192.168.127.37,same,8,18,5,1,Normal
66.4.81.131,different,90,2,1,18,DrDoS
207.110.46.112,different,466,92,38,9,APDoS
192.168.220.96,same,6,23,7,1,Normal
192.168.50.112,same,11,25,5,1,Normal
192.168.24.38,same,12,12,6,1,Normal
207.25.139.43,different,996,13,1,1,DDoS
192.168.62.49,same,12,25,4,1,Normal
103.248.125.155,different,487,0,3,1,DoS
192.168.175.211,same,12,21,4,1,Normal
192.168.88.54,same,5,12,8,1,Normal
192.168.155.240,same,9,25,5,1,Normal
192.168.47.112,same,6,16,4,1,Normal
192.168.35.8,same,11,16,4,1,Normal
68.89.131.241,different,570,18,3,1,DDoS
192.168.236.23,same,8,14,4,1,Normal
192.168.121.175,same,12,13,0,1,Normal
192.168.52.40,same,11,23,4,1,Normal
192.168.167.229,same,17,21,5,1,Normal
226.208.245.190,different,165,9,4,1,DoS
103.191.90.246,different,102,9,3,1,DoS
192.168.43.156,same,6,15,1,1,Normal
78.254.8.231,different,353,2,4,1,DoS
192.168.223.199,same,8,18,1,1,Normal
192.168.39.19,same,12,22,5,1,Normal
149.93.189.91,different,285,9,0,1,DoS
192.168.99.168,same,10,26,4,1,Normal
192.168.226.186,same,17,18,2,1,Normal
192.168.67.22,same,9,23,3,1,Normal
192.168.75.9,same,10,16,2,1,Normal
192.168.166.250,same,14,19,7,1,Normal
192.168.120.13,same,9,24,10,1,Normal
163.23.87.17,different,49,1,1,48,DrDoS
192.168.193.149,same,9,20,11,1,Normal
241.205.169.173,different,93,0,3,1,DoS
192.168.210.83,same,10,22,5,1,Normal
132.248.141.20,different,941,12,2,1,DDoS
192.168.209.224,same,8,19,8,1,Normal
139.154.252.142,different,135,15,0,1,DDoS
152.60.237.18,different,95,0,0,42,DrDoS
192.168.185.141,same,10,23,6,1,Normal
192.168.231.57,same,11,19,8,1,Normal
192.168.203.172,same,10,22,10,1,Normal
192.168.8.249,same,16,23,5,1,Normal
192.168.112.107,same,8,22,2,1,Normal
192.168.99.209,same,15,19,3,1,Normal
192.168.248.137,same,13,28,5,1,Normal
192.168.226.247,same,7,22,4,1,Normal
192.168.105.228,same,11,26,6,1,Normal
192.168.27.193,same,3,24,8,1,Normal
185.241.219.71,different,391,9,4,1,DoS
46.46.78.166,different,198,13,1,1,DDoS
192.168.108.119,same,13,15,4,1,Normal
192.168.185.203,same,12,19,6,1,Normal
192.168.60.140,same,5,23,4,1,Normal
192.168.174.206,same,6,28,1,1,Normal
192.168.83.224,same,5,19,2,1,Normal
192.168.159.205,same,14,21,6,1,Normal
192.168.150.188,same,8,20,4,1,Normal
248.147.78.56,different,102,3,1,1,DoS
192.168.129.249,same,10,18,5,1,Normal
192.168.176.155,same,10,20,4,1,Normal
130.14.230.105,different,214,248,29,2,APDoS
192.168.244.214,same,17,18,6,1,Normal
121.162.93.145,different,51,4,3,21,DrDoS
152.184.49.57,different,70,3,1,41,DrDoS
155.122.82.159,different,378,151,90,3,APDoS
48.56.74.22,different,181,16,7,1,DDoS
192.168.161.11,same,11,21,5,1,Normal
192.168.143.105,same,8,16,9,1,Normal
65.66.173.90,different,400,377,52,8,APDoS
192.168.38.220,same,14,19,4,1,Normal
192.168.145.252,same,6,23,7,1,Normal
192.168.242.183,same,10,21,2,1,Normal
95.141.181.206,different,951,13,0,1,DDoS
192.168.114.190,same,7,15,6,1,Normal
98.71.140.151,different,362,239,63,4,APDoS
192.168.179.23,same,10,15,3,1,Normal
192.168.17.198,same,12,19,2,1,Normal
192.168.184.158,same,13,11,4,1,Normal
178.26.119.25,different,61,3,4,22,DrDoS
192.168.52.38,same,10,20,5,1,Normal
192.168.21.123,same,9,26,1,1,Normal
192.168.93.207,same,14,23,6,1,Normal
192.168.46.36,same,7,20,5,1,Normal
43.98.103.116,different,612,9,4,1,DDoS
72.138.79.231,different,288,302,94,4,APDoS
166.46.71.7,different,371,271,86,7,APDoS
125.228.83.161,different,590,17,6,1,DDoS
192.168.100.248,same,11,22,7,1,Normal
192.168.119.65,same,8,18,3,1,Normal
66.241.84.225,different,33,4,3,46,DrDoS
9.129.246.56,different,463,327,84,7,APDoS
192.168.99.13,same,12,29,3,1,Normal
192.168.219.219,same,10,25,5,1,Normal
192.168.68.6,same,5,14,1,1,Normal
194.52.98.247,different,85,0,3,1,DoS
192.168.101.7,same,12,17,2,1,Normal
192.168.94.13,same,10,16,4,1,Normal
192.168.102.90,same,9,20,4,1,Normal
50.13.133.76,different,645,5,9,1,DDoS
192.168.93.57,same,9,28,6,1,Normal
26.39.37.166,different,824,18,6,1,DDoS
161.160.77.38,different,443,13,3,1,DDoS
124.148.91.97,different,55,8,3,1,DoS
47.98.13.194,different,206,437,35,3,APDoS
145.34.9.112,different,263,8,4,1,DDoS
192.168.111.126,same,6,21,8,1,Normal
192.168.37.44,same,11,22,3,1,Normal
231.19.204.109,different,74,3,3,28,DrDoS
192.168.44.130,same,9,22,4,1,Normal
192.168.186.43,same,14,17,8,1,Normal
59.95.5.98,different,361,185,36,7,APDoS
192.168.119.174,same,13,16,2,1,Normal
192.168.72.72,same,15,18,7,1,Normal
192.168.80.118,same,9,23,3,1,Normal
42.12.153.18,different,347,100,93,5,APDoS
219.78.249.98,different,734,7,6,1,DDoS
192.168.112.68,same,8,19,5,1,Normal
192.168.166.225,same,10,21,8,1,Normal
213.37.84.60,different,47,1,3,33,DrDoS
192.168.187.21,same,8,21,8,1,Normal
192.168.254.110,same,9,21,5,1,Normal
186.158.37.214,different,478,90,18,4,APDoS
79.204.127.22,different,25,1,1,18,DrDoS
192.168.97.136,same,7,19,5,1,Normal
37.169.43.209,different,422,5,2,1,DoS
231.221.5.68,different,60,4,2,13,DrDoS
187.213.219.30,different,11,1,3,12,DrDoS
192.168.241.137,same,9,22,6,1,Normal
192.168.215.28,same,14,15,8,1,Normal
192.168.206.101,same,8,25,6,1,Normal
192.168.85.82,same,12,18,6,1,Normal
238.89.121.10,different,66,13,1,1,DDoS
27.200.70.176,different,251,8,5,1,DDoS
192.168.239.73,same,7,15,7,1,Normal
209.111.85.98,different,111,7,0,1,DDoS
216.59.245.60,different,11,1,2,18,DrDoS
245.244.55.12,different,64,3,0,8,DrDoS
192.168.177.131,same,5,22,7,1,Normal
192.168.227.132,same,12,20,5,1,Normal
192.168.132.98,same,13,18,4,1,Normal
106.95.7.56,different,782,7,2,1,DDoS
192.168.187.103,same,6,17,4,1,Normal
192.168.18.53,same,3,23,4,1,Normal
240.117.132.37,different,336,253,57,6,APDoS
189.15.19.77,different,349,9,1,1,DoS
192.168.130.9,same,12,12,1,1,Normal
192.168.62.73,same,8,14,4,1,Normal
192.168.69.160,same,8,24,8,1,Normal
192.168.225.4,same,6,20,5,1,Normal
192.168.173.16,same,10,20,6,1,Normal
192.168.40.14,same,11,17,6,1,Normal
192.168.219.249,same,7,22,10,1,Normal
192.168.226.180,same,9,21,4,1,Normal
179.245.87.176,different,285,0,0,1,DoS
192.168.81.19,same,17,22,6,1,Normal
192.168.12.142,same,13,16,2,1,Normal
15.15.1.158,different,79,1,3,1,DoS
192.168.147.177,same,13,16,4,1,Normal
192.168.239.106,same,10,16,10,1,Normal
192.168.210.92,same,16,19,8,1,Normal
214.246.80.22,different,988,18,0,1,DDoS
96.121.247.250,different,428,3,3,1,DoS
192.168.185.164,same,12,26,2,1,Normal
192.168.248.153,same,12,21,8,1,Normal
192.168.126.191,same,12,20,9,1,Normal
252.194.84.53,different,179,373,74,9,APDoS
192.168.134.147,same,10,12,3,1,Normal
170.51.62.189,different,169,154,43,7,APDoS
108.164.64.118,different,384,7,0,1,DDoS
192.168.220.96,same,11,15,4,1,Normal
192.168.152.53,same,8,20,3,1,Normal
192.168.163.83,same,8,18,9,1,Normal
192.168.194.15,same,8,18,5,1,Normal
192.168.227.195,same,9,20,5,1,Normal
134.72.192.76,different,747,13,5,1,DDoS
192.168.33.56,same,16,19,4,1,Normal
192.168.77.165,same,11,15,6,1,Normal
192.168.206.157,same,15,20,3,1,Normal
192.168.64.88,same,7,21,3,1,Normal
192.168.158.201,same,11,18,7,1,Normal
220.197.46.228,different,294,4,1,1,DoS
192.168.17.84,same,11,16,3,1,Normal
192.168.191.151,same,8,10,4,1,Normal
55.253.185.173,different,249,2,4,1,DoS
160.9.90.177,different,498,6,4,1,DoS
195.50.238.101,different,433,5,1,1,DoS
6.66.61.133,different,186,2,3,1,DoS
192.168.252.38,same,10,18,6,1,Normal
192.168.248.136,same,8,17,7,1,Normal
192.168.171.199,same,5,17,6,1,Normal
154.57.166.148,different,91,1,3,26,DrDoS
192.168.52.213,same,10,25,5,1,Normal
192.168.103.242,same,11,24,2,1,Normal
35.112.51.143,different,72,4,2,21,DrDoS
113.241.30.61,different,753,4,8,1,DDoS
34.242.182.59,different,308,66,87,6,APDoS
254.111.156.132,different,70,0,0,32,DrDoS
192.168.135.162,same,9,15,6,1,Normal
192.168.48.4,same,8,24,7,1,Normal
192.168.174.38,same,16,24,5,1,Normal
192.168.16.138,same,11,17,4,1,Normal
192.168.94.237,same,11,16,6,1,Normal
37.185.4.231,different,82,0,3,14,DrDoS
192.168.67.230,same,4,19,9,1,Normal
192.168.195.251,same,7,25,7,1,Normal
192.168.151.131,same,15,15,3,1,Normal
192.168.13.172,same,7,22,2,1,Normal
80.133.175.203,different,165,2,3,1,DoS
79.59.204.42,different,421,297,90,7,APDoS
13.251.208.15,different,853,14,4,1,DDoS
192.168.94.132,same,9,19,7,1,Normal
192.168.77.22,same,14,18,5,1,Normal
192.168.165.247,same,9,22,4,1,Normal
192.168.161.50,same,11,21,4,1,Normal
4.107.241.167,different,93,1,0,40,DrDoS
192.168.185.239,same,10,21,7,1,Normal
192.168.126.117,same,10,18,2,1,Normal
192.168.41.3,same,11,26,3,1,Normal
250.184.156.178,different,495,101,23,3,APDoS
192.168.29.90,same,11,19,9,1,Normal
192.168.182.181,same,9,18,2,1,Normal
192.168.133.220,same,7,33,4,1,Normal
192.168.190.25,same,4,14,9,1,Normal
38.219.44.186,different,386,0,2,1,DoS
74.110.102.103,different,83,3,0,14,DrDoS
192.168.172.79,same,9,15,6,1,Normal
192.168.163.52,same,17,19,3,1,Normal
192.168.161.218,same,7,17,3,1,Normal
37.15.36.76,different,713,19,8,1,DDoS
192.168.28.31,same,5,21,3,1,Normal
192.168.33.100,same,11,17,4,1,Normal
84.201.179.18,different,230,9,0,1,DDoS
192.168.161.231,same,7,20,7,1,Normal
1.167.80.21,different,135,64,59,7,APDoS
192.168.159.49,same,10,23,7,1,Normal
192.168.50.72,same,9,16,1,1,Normal
192.168.142.42,same,7,14,10,1,Normal
109.240.144.100,different,63,2,2,1,DoS
192.168.43.160,same,7,14,5,1,Normal
29.247.227.163,different,421,5,6,1,DDoS
172.175.179.8,different,232,371,86,8,APDoS
192.168.158.244,same,11,19,4,1,Normal
192.168.21.167,same,7,25,6,1,Normal
192.168.120.176,same,9,18,10,1,Normal
192.168.55.152,same,11,23,4,1,Normal
192.168.186.129,same,14,14,1,1,Normal
192.168.45.251,same,18,22,4,1,Normal
192.168.195.4,same,11,23,6,1,Normal
192.168.45.204,same,14,14,2,1,Normal
102.86.180.25,different,437,12,9,1,DDoS
192.168.77.184,same,14,20,9,1,Normal
192.168.124.245,same,13,15,3,1,Normal
192.168.109.163,same,8,23,2,1,Normal
192.168.186.192,same,13,19,7,1,Normal
192.168.83.157,same,13,15,6,1,Normal
192.168.138.125,same,9,21,5,1,Normal
